Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,place_id
Class Action,1991,Bix Restaurant (56 Gold Street),,Interscope Communications,Twentieth Century Fox Film Corp.,Michael Apted,Carolyn Shelby,Gene Hackman,Mary Elizabeth Mastrantonio,,ChIJDZ0ZOPWAhYARkZFd-uCioMs
Common Threads: Stories From the Quilt,1989,The Castro,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",Home Box Office (HBO),Direct Cinema Limited,Rob Epstein,Jeffrey Friedman,Sara Lewinstein,David Mandell,,ChIJndQGNht-j4ARiXwy1QZmpsk
Confessions of a Burning Man,2003,,,Hotbed Media,Windline Films,Paul Barnett,N/A,Kevin Epps,Anna Getty,,None
Copycat,1995,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,,ChIJCWr8ITOAhYAR3oQ9G7Vgt9o
Copycat,1995,Twin Peaks,"The 2nd highest point in SF after Mt. Davidson, Twin Peaks sit at the geographic center of SF. The native Ohlone people called the area “Los Pechos de la Chola” or ""Breasts of the Indian Maiden,"" but in the 19th Century when America took over the area, it was renamed ""Twin Peaks"".",Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,,ChIJe-G24KeAhYARXX-zX7oxqQE,ChIJt3HwrOJ9j4ARbW6uAcmhz7I,ChIJm0xQqWl-j4ARJbJms-j8usI,ChIJp71fQgh-j4ARV7YEtWUmni0,ChIJm3US0B1-j4ARd-QCODfbdIs,ChIJK9HKJ-F9j4ARlrNzCaPL0GU,ChIJKRKPTep9j4ARXB5Tmu_FgwY,ChIJvaeSVf19j4AR4UXRyfzSu9E,ChIJ8_SzYLZ5j4AR0arGDJ1mns8,ChIJddKkpv19j4ARhQ2wfFqsInM,ChIJK9HKJ-F9j4ARQ0DIZJt1JXU,ChIJdcb496iAj4AR5cAqN42gny8,ChIJI9w1Ad19j4ARqGy_-dyrI10,ChIJKdv69wd-j4ARfLOmz0Qo5nk,ChIJodDKJ-F9j4AR4LtKf-Lag2Q,ChIJJ_U-l-J9j4ARFS3N5Hx6pPY,ChIJia2smsp9j4ARt103ItGgGPU,ChIJ998zMSaEhYARixIwkjpOGu8,ChIJsY2iF-d9j4AR5BQ4sMVTMfg,ChIJ2aflYeJ9j4ARUCozrbGoY04
Copycat,1995,Sound Factory (1st and Harrison Streets),,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
Copycat,1995,"Java House (Pier 40, Embarcadero)",,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,,ChIJRdtRynaAhYARY9BPV6z_vqc
Copycat,1995,Alta Plaza Park,The park was originally a rock quarry and served as a campground for many survivors of the 1906 earthquake. The site was converted to a park in 1910.,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,,ChIJnS-EJM-AhYARYX4zAkEVsP8
Copycat,1995,82 & 67 Rico Way (Marina District),,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,,Ei02NyBSaWNvIFdheSAjODIsIFNhbiBGcmFuY2lzY28sIENBIDk0MTIzLCBVU0EiHhocChYKFAoSCZGT-OopgYWAEdFZjlu4hhhjEgI4Mg
Crackers,1984,24th Street between Mission Street and Potrero Avenue,,Universal Pictures,Universal Pictures,Louis Malle,Jeffrey Fiskin,Donald Sutherland,Jack Warden,Sean Penn,ChIJGTrq4Ut-j4ARXs_k0gHdCsE,ChIJq8Ld4Ut-j4ARJTRvaWYIizI,ChIJ23Hl7kt-j4ARcwggnKObaV0,ChIJVfPR80t-j4ARmPmmyPq6dIA,ChIJxe_XM0d-j4ARVoVsrEVn4wA
Crackers,1984,La Rondalla (Valencia and 20th Streets),,Universal Pictures,Universal Pictures,Louis Malle,Jeffrey Fiskin,Donald Sutherland,Jack Warden,Sean Penn,ChIJueM9NTx-j4AR9GJpqS_kNns
CSI: NY- episode 903,2012,Palace of Fine Arts,,CBS Television Studios,Columbia Broadcasting System,Vikki Williams,Anthony E. Zuiker,Gary Sinise,Sela Ward,,ChIJRb6WFtWGhYARLN9EOlXR2JI
D.O.A,1950,Powell & California Streets,,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,EjdDYWxpZm9ybmlhIFN0ICYgUG93ZWxsIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwOCwgVVNBImYiZAoUChIJDW2F94yAhYARGt_yhihOy5wSFAoSCQ1thfeMgIWAERrf8oYoTsucGhQKEgmX5ReazICFgBHsUM0jqtIEcBoUChIJp_B7VPKAhYARZWgMHjywB98iCg0PnIYWFVTXCbc
D.O.A,1950,Southern Pacific Memorial Hospital (1400 Fell Street),,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler
D.O.A,1950,The Embarcadero/ Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,ChIJu1XQjGaAhYAR966C7JnAu5w
D.O.A,1950,Union Square,"During the Civil War, pro-Union rallies were held in the Square, and thus the area was called ""Union Square"". ",Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,ChIJW5D3LYmAhYARb92CmHj1bOM,ChIJu0D9046AhYARurZMmbXZQf4,ChIJBzIAFWKAhYARzIvzUukOpns,ChIJH9k4UI-AhYARIpIiJJI2qjg,ChIJG47mUI6AhYAR9J0cCLnVjZA,ChIJeSJHoI-AhYARembxZUVcNEk,ChIJjcrrGY6AhYARg4ZE0QM-Mm4,ChIJA5OA_YWAhYARZvPrefThw4c,ChIJqRhcpY6AhYARo9zVEfi9bGg,ChIJs7XIGo6AhYARXOvo2QKsu1E,ChIJK3xblI6AhYARALhybB0zG8Y,ChIJx2mEHY-AhYARPrKctew-ZFc,ChIJxyxj2YiAhYARs_6rVqKsETU,ChIJD9a8zY6AhYAR6f8qGlNEM9A,ChIJ2wl3A4mAhYARHa8Mm3EUt5c,ChIJJ3hAI4-AhYAR0hjfpLgCjEw,ChIJvYp8oo6AhYARhf4bUvwxvgI,ChIJrbjkZo6AhYARZpLDu1Jr2A8,ChIJ3_ypnI6AhYAR_PvZobc_amQ,ChIJi1J5_0ojh1QRSEAyfPSzO94
D.O.A,1950,Westin St. Francis Hotel (335 Powell Street),"The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels. ",Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,ChIJi1J5_0ojh1QRSEAyfPSzO94
D.O.A,1950,Chambord Apartments (1298 Sacramento Street at Jones),,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler
D.O.A,1950,Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle),The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,ChIJGYvZq42AhYAR0W1s4P4V9c8
D.O.A,1950,Market & Steuart Streets (Financial District),,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,EjRNYXJrZXQgU3QgJiBTdGV1YXJ0IFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwNSwgVVNBImYiZAoUChIJhYbBpGaAhYAR2hpDz1YW39ESFAoSCYWGwaRmgIWAEdoaQ89WFt_RGhQKEglbcu7XC36PgBF8N1FS1HScBhoUChIJH9PKrmWAhYARQunXYAKhXG0iCg1T-oYWFSkJDLc
D.O.A,1950,Market Street (from 6th- 4th Streets),,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,ChIJS9oGAIWAhYARz4O30fImWfE,ChIJm49nfYiAhYARL_3sdN7wgh8,ChIJhwbu_qiChYAR6blKgwzRIoI
Dark Passage,1947,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Warner Bros. Pictures,Warner Bros. Pictures,Delmer Daves,Delmer Daves & David Goodis,Humphrey Bogart,Lauren Bacal,Bruce Bennett,ChIJw____96GhYARCVVwg5cT7c0
Dark Passage,1947,The Malloch Apartment Building (1360 Montgomery Street),,Warner Bros. Pictures,Warner Bros. Pictures,Delmer Daves,Delmer Daves & David Goodis,Humphrey Bogart,Lauren Bacal,Bruce Bennett,ChIJYXPwX_aAhYARuf28IQRzHP4
Dark Passage,1947,"Filbert Steps, Filbert Street",,Warner Bros. Pictures,Warner Bros. Pictures,Delmer Daves,Delmer Daves & David Goodis,Humphrey Bogart,Lauren Bacal,Bruce Bennett,ChIJX1vwTt2AhYARc7eF3hUwPrM
Dawn of the Planet of the Apes,2014,University Club,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis,ChIJfbwh8YyAhYARd2lB9bCziTg,ChIJjbjpFyV8hYARCKk6kt9A6IE,ChIJwW3-6p5-hYARgxQu2OLd16Q,ChIJQdtFtCF_hYARscCu2HVydsA,ChIJGXzO37N9j4ARzS35XvINnm4,ChIJcbu2hTB8hYAR7BD72wgCRxU,ChIJjd1RfCh8hYARphti9hFFTjU,ChIJox_hOiV8hYARDWj_458vquc,ChIJH4TSj5d-hYARyWJ_nE4agk8,ChIJv37RB6V9j4ARHtZiPHoTTsA,ChIJoatF77B9j4ARiO_Jbc3cpMc,ChIJMWXbYTR8hYAR8PVnKjPCKOw,ChIJLQMJEVmHhYARXQPkSApgtaM,ChIJ_7NFaLKAj4AR5MumrK-MSq8,ChIJfy7YRbF9j4ARk2XEAQIPP98,ChIJ043WRLF9j4ARep7xQwULGYw,ChIJLxWTIiV8hYARRPYn3icsoXU,ChIJs3mOSyZ8hYAR2B6-Xn6Mp8Q,ChIJnT4LPkmHhYARu81EB6urpcE,ChIJIWABope6j4ARV7y05VBBrnc
Dawn of the Planet of the Apes,2014,Filbert St. from Hyde to Leavenworth,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
Dawn of the Planet of the Apes,2014,California St from Mason to Kearny,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis,ChIJQR7GELOAj4ARsX9sNsfTsAM
Pushing Dead,2016,2930 3rd Street,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,ChIJ3yYAGKV_j4ARMfiSufTaGyA
Dawn of the Planet of the Apes,2014,City Hall,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis,ChIJY-bqepmAhYARSk9Xg_9tcLI,ChIJx0IToLGAj4ARDZRy0wE53Aw,ChIJk0BNgYKChYAR07s__gj4Mkk,ChIJfW9lsm18j4ARlqMzd3GMyew,ChIJHzlSglOEhYARe0AYeMHI1OU,ChIJD68LHxV-hYARbrsIqUJ5v5U,ChIJad3vsFB8j4AR4n-DSE55y6M,ChIJA5jJW0Z4j4ARIbEdb5Pe8t0,ChIJWcg3frGahYARBqZdudAziLQ,ChIJuRZzQYaahYARaPsRcV6pjUY,ChIJ_____yOBj4ARdytYLUBelnI,ChIJq6oaapl-hYAR-xPtXYFCmBo,ChIJFwZtiPB7j4ARnNdxTNWXqzE,ChIJqw8_rIuEhYARzrA5ddcrjbY,ChIJV3vgraZ3j4ARMkp7967XN6w,ChIJ87ubltl5j4ARqSpzSfkE93g,ChIJezVrjzJ5hYARrrwGFehstHY,ChIJbdxdj_N9j4ARpb2vZRn0b-8,ChIJuVRboWSHj4ARTiAZK_acZY8,ChIJN-eISFV6j4ARzKWY-TOJZlE
Dawn of the Planet of the Apes,2014,Alioto Park,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis,ChIJsdoT9zt-j4AREyXLfbrlaGk
Dawn of the Planet of the Apes,2014,California & Powell ,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis,EjdDYWxpZm9ybmlhIFN0ICYgUG93ZWxsIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwOCwgVVNBImYiZAoUChIJDW2F94yAhYARGt_yhihOy5wSFAoSCQ1thfeMgIWAERrf8oYoTsucGhQKEgmX5ReazICFgBHsUM0jqtIEcBoUChIJp_B7VPKAhYARZWgMHjywB98iCg0PnIYWFVTXCbc,EiVDYWxpZm9ybmlhIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSwgVVNBIkgqRgoUChIJp_B7VPKAhYARZWgMHjywB98SFAoSCZflF5rMgIWAEexQzSOq0gRwGhgKCg2rd4UWFUPDCbcSCg1I94YWFaggCrc
Dawn of the Planet of the Apes,2014,Columbus & Pacific Ave,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis,EjhDb2x1bWJ1cyBBdmUgJiBQYWNpZmljIEF2ZSwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMzMsIFVTQSJmImQKFAoSCd-dbuz0gIWAETUikctU4qSNEhQKEgnfnW7s9ICFgBE1IpHLVOKkjRoUChIJpVxHNvCAhYAR_bn2A1bZH8gaFAoSCfPNI0nEgIWAEUC-pNbnVSIzIgoNLmCHFhXoZAq3
Days of Wine and Roses,1962,,,Warner Bros. Pictures,Warner Bros. Pictures,Blake Edwards,JP Miller,Jack Lemmon,Lee Remick,Charles Bickford,None
Desperate Measures,1998,,,Mandalay Entertainment,TriStar Pictures,Barbet Schroeder,David Klass,Michael Keaton,Andy Garcia,Raven-Symone,None
Dim Sum: A Little Bit of Heart,1985,San Francisco International Airport,SFO has a museum dedicated to aviation history. ,CIM,Orion Classics,Wayne Wang,Terrel Seltzer,Laureen Chew,Kim Chew,Victor Wong,ChIJVVVVVYx3j4ARP-3NGldc8qQ
Dim Sum: A Little Bit of Heart,1985,"Li Po (916 Grant Avenue at Washington, Chinatown)",,CIM,Orion Classics,Wayne Wang,Terrel Seltzer,Laureen Chew,Kim Chew,Victor Wong,ChIJ-SoKrvSAhYARbAg1GWTspfo
Dim Sum: A Little Bit of Heart,1985,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",CIM,Orion Classics,Wayne Wang,Terrel Seltzer,Laureen Chew,Kim Chew,Victor Wong,ChIJ4Vm0jLWAj4AR5HKQtIThMT0
Dirty Harry,1971,"Marina Green, Marina District","Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJjyKqpymBhYARF2UzhAo9pno
Dirty Harry,1971,"Washington Square, North Beach",,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJoYiOqfGAhYAR8J-KiogVyCQ
Dirty Harry,1971,The Embarcadero,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJrUM2mWaAhYARfx6a1ZmDF3c
Dirty Harry,1971,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJR72bU_CAhYAR7Kzo-OE5GyQ
Dirty Harry,1971,San Francisco Drydock (20th and Illinois Streets),,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJ-8w9ntCAhYAR5LSwWzF3i1o
Dirty Harry,1971,Portsmouth Square (Chinatown),In 1847 the first public school in California was erected on what would become Portsmouth Square.,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJjbxTJYuAhYARNfRU2TzLEj0,ChIJ6_0NPIuAhYARTIffZsH5jso,ChIJJQnRePOAhYARP8Zz7luHmQs
Dirty Harry,1971,"Mt. Davidson Cross, Mt. Davidson","The cross sits at the highest point in San Francisco (938 feet). This version of the cross was erected in 1934.Though in Dirty Harry the cross is lit at night, the City stopped this practice in 1990.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJhaqaZtx9j4ARk2roGAdsiCA,ChIJhZVqXNx9j4ARvuYowECMdiA,ChIJn2JEDtx9j4AR-xvWeQTWKqY,ChIJUacpQ9x9j4ARqffwc9dFtW4,ChIJn3ESk9t9j4ARyvSOf1zmq80,ChIJPfL2LN19j4ARgqWt43AK6Eo
Dirty Harry,1971,Mission Dolores Park (Mission District),"The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJp3CqeRd-j4ARYI0i8e_kGKY
Dirty Harry,1971,"Kezar Stadium, Golden Gate Park",The stadium was demolished and completely rebuilt after sustaining damages in the 1898 Loma Prieta earthquake.,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJldoU6FCHhYAREFqwcwO0fr8
Dirty Harry,1971,Holiday Inn Select Downtown Hotel (750 Kearney Street),,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJOzt_KIuAhYARNdt9T_gCmKQ,ChIJdYTZao-AhYARL6GUSDZboes
Dirty Harry,1971,Hall of Justice (850 Bryant Street),,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJvfsRRCp-j4ARgKswsubZskc
Dirty Harry,1971,Forest Hill Station- MUNI,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJRVdtg-99j4ARgsG6smoN6z8
Dirty Harry,1971,Dante Building (1606 Stockton Street at Union),,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJz62WEfGAhYAR0Ty1tnZa9oU
Dirty Harry,1971,"California Hall (625 Polk Street, Van Ness/Civic Center)",,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJ8yRkwZmAhYARpXPEbfTH-rA
Dirty Harry,1971,Bank of America Building (555 California Street),"The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,ChIJgVDtsouAhYARvYch9NRWjkI
Doctor Dolittle,1998,Webster Street,,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,ChIJRa8JqVOHj4AR4q1XUtCFRKo,ChIJsUmheseAhYARRpFCd8JUT1w
Doctor Dolittle,1998,Telegraph Hill Blvd (Telegraph Hill),,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,ChIJo5MDJPeAhYARej0XZUVobRU
Doctor Dolittle,1998,Larkin & Hyde Streets,,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,ChIJzVXoHJGAhYARHyzRo87fxKs,ChIJQbpNLOeAhYARhPz1pGvaXSA,ChIJl3knTuuAhYARcXXlF2-be3I,ChIJCVrlf5CAhYARpw6uv3bmi5c,ChIJx8Y3u5CAhYARdAV5OwJm520,ChIJM7I8HemAhYARjCsAkDZd_D8,ChIJM333Y5GAhYARrtTDKjuE2f8,ChIJNatXW5OAhYAR669GnuZzAdY,ChIJfw6dn5CAhYARJqohh0MKjec,ChIJx_4SiOiAhYAR2RDt51hjif0,ChIJ9bDCEZGAhYARNbC0yplRSxk
Doctor Dolittle,1998,Gabbiano's Restaurant (Ferry Building),"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,
Doctor Dolittle,1998,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,ChIJAQAAQIyAhYARRN3yIQG4hd4
Doctor Dolittle,1998,2107 Union Street,,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,ChIJF1Q5v9qAhYARrbjWl1s5WJ8,EiUyMTA3IFVuaW9uIFN0LCBPYWtsYW5kLCBDQSA5NDYwNywgVVNBIhsSGQoUChIJD2HbCx9-hYARqNF-hoy_2pYQuxA
Doctor Dolittle,1998,2100 Green Street,,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,ChIJrc8jttqAhYARbP0WeiyMOjw
Dopamine,2003,"South Park (Between 2nd and 3rd Streets, Brannan and Bryant Streets)",,Kontent Films,Sundance Channel Home Entertainment,Mark Decena,Mark Decena & Timothy Breitbach,John Livingston,Sabrina Lloyd,,EjFCcmFubmFuIFN0ICYgM3JkIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwNywgVVNBImYiZAoUChIJeT9On3iAhYARBLHdq03ZV_MSFAoSCXk_Tp94gIWAEQSx3atN2VfzGhQKEgkplLK61X-PgBGBOHpIwGT7exoUChIJIcoajrF_j4ARQD6nabPJYg8iCg2FyYQWFegbDLc
Dopamine,2003,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.",Kontent Films,Sundance Channel Home Entertainment,Mark Decena,Mark Decena & Timothy Breitbach,John Livingston,Sabrina Lloyd,,ChIJ_fRRLeqGhYAROWsCl5027X8
Down Periscope,1996,,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,David S. Ward,Hugh Wilson,Kelsey Grammar,Lauren Holly,,None
Dr. Dolittle 2,2001,"West Chrissy Field (Presidio, Golden Gate National Recreation Area)",This movie was the first to film in the revamped Chrissy Field Picnic Area.,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,,ChIJVbMlhdyGhYARADaqASKRFVs
Dr. Dolittle 2,2001,"Sacramento St., Between Pierce & Broderick Streets ",,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,
Dr. Dolittle 2,2001,Hyde Street & Lombard Street,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,,EjJMb21iYXJkIFN0ICYgSHlkZSBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMDksIFVTQSJmImQKFAoSCd1otmvmgIWAETKov_vLN4tbEhQKEgndaLZr5oCFgBEyqL_7yzeLWxoUChIJl62Bq92AhYARrLLC3ZcLL8QaFAoSCbctSIfsgIWAEViGV5KU-SzaIgoNzSCIFhXtPgi3
Dr. Dolittle 2,2001,"Building 924, Presidio (Golden Gate National Recreation Area)","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,
Dr. Dolittle 2,2001,"Broadway, Between Franklin & Laguna Streets",,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,
Dream for an Insomniac,1996,Baker Beach,"From 1986-1990, the north end of Baker Beach was home to the Burning Man festival.",Triton Productions,Columbia TriStar Home Video,Tiffanie DeBartolo,Tiffanie DeBartolo,Ione Skye,Jennifer Aniston,,ChIJp_hAi_yGhYARGdXAfU1rPYs
Dream for an Insomniac,1996,Elbo Room (647 Valencia Street),"This location is called the ""Café Blue Eyes"" in the film.",Triton Productions,Columbia TriStar Home Video,Tiffanie DeBartolo,Tiffanie DeBartolo,Ione Skye,Jennifer Aniston,,ChIJYx9e1yJ-j4AR6T2g6bdG1ss
Dream with the Fishes,1997,Pier 39,,3 Ring Circus Films,Sony Pictures Classics,Finn Taylor,Finn Taylor & Jeffrey Brown,David Arquette,Brad Hunt,,ChIJHSGzi_yAhYARnrPmDWAx9ro
Dream with the Fishes,1997,Bay Bridge,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII. ",3 Ring Circus Films,Sony Pictures Classics,Finn Taylor,Finn Taylor & Jeffrey Brown,David Arquette,Brad Hunt,,ChIJ8yqBQBOAhYARU-WeAqu8_K4
Dying Young,1991,,,Twentieth Century Fox Corporation,Twentieth Century Fox Corporation,Joel Schumacher,Richard Friedenberg,Julia Roberts,Campbell Scott,,None
Edtv,1999,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Imagine Entertainment,MCA / Universal Pictures,Ron Howard,Lowell Ganz,Matthew McConaughey,Jenna Elfman,,ChIJRb6WFtWGhYARLN9EOlXR2JI
Edtv,1999,Moose's Restaurant (1652 Stockton),,Imagine Entertainment,MCA / Universal Pictures,Ron Howard,Lowell Ganz,Matthew McConaughey,Jenna Elfman,,ChIJNRipBPGAhYAR1qLFGG_Tby4,ChIJNRipBPGAhYARRcO8jcKDgYY
Edtv,1999,Mario's Bohemian Cigar Store (Washington Square),,Imagine Entertainment,MCA / Universal Pictures,Ron Howard,Lowell Ganz,Matthew McConaughey,Jenna Elfman,,ChIJr6IFZPGAhYAR5e3y0GGJp8w
Pushing Dead,2016,Hayes Street between Ashbury and Shrader,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert
